id,font_name,family_name,foundry,country,style,weight,optical_size,width,google_equivalent,serif_angle,contrast,x_height_ratio,stroke_width,geometric_index
81088,Bradford Display Condensed Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Display,Condensed,Merriweather,0.85,0.8,0.52,0.5,0.45
81089,Bradford Display Expanded Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Display,Expanded,Merriweather,0.85,0.8,0.52,0.5,0.72
81090,Bradford Display Expanded Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Display,Expanded,Merriweather,0.85,0.8,0.52,0.5,0.72
81091,Bradford Display Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Display,Normal,Merriweather,0.85,0.8,0.52,0.5,0.72
81092,Bradford Display Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Display,Normal,Merriweather,0.85,0.8,0.52,0.5,0.72
81093,Bradford Display Condensed Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Display,Condensed,Merriweather,0.85,0.8,0.52,0.5,0.45
81094,Bradford Display Condensed Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Display,Condensed,Merriweather,0.85,0.8,0.52,0.5,0.45
81095,Bradford Display Expanded Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Display,Expanded,Merriweather,0.85,0.8,0.52,0.5,0.72
81096,Bradford Display Expanded Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Display,Expanded,Merriweather,0.85,0.8,0.52,0.5,0.72
81097,Bradford Display SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Display,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81098,Bradford Display SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Display,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81099,Bradford Display Condensed SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Display,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81100,Bradford Display Condensed SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Display,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81101,Bradford Display Expanded SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Display,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81102,Bradford Display Expanded SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Display,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81103,Bradford Display Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Display,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81104,Bradford Display Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Display,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81105,Bradford Display Condensed Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Display,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81106,Bradford Display Condensed Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Display,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81107,Bradford Display Expanded Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Display,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81108,Bradford Display Expanded Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Display,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81109,Bradford Display ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Display,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81110,Bradford Display ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Display,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81111,Bradford Display Condensed ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Display,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81112,Bradford Display Condensed ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Display,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81113,Bradford Display Expanded ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Display,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81114,Bradford Display Expanded ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Display,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81115,Bradford Display Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Display,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81116,Bradford Display Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Display,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81117,Bradford Display Condensed Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Display,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81118,Bradford Display Condensed Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Display,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81119,Bradford Display Expanded Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Display,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81120,Bradford Display Expanded Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Display,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81121,Bradford Headline Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Headline,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81122,Bradford Headline Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Headline,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81123,Bradford Headline Condensed Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81124,Bradford Headline Condensed Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81125,Bradford Headline Expanded Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81126,Bradford Headline Expanded Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81127,Bradford Headline Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Headline,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81128,Bradford Headline Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Headline,Normal,Merriweather,0.85,0.8,0.58,0.15,0.72
81129,Bradford Headline Condensed Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81130,Bradford Headline Condensed Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.15,0.45
81131,Bradford Headline Expanded Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81132,Bradford Headline Expanded Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.15,0.72
81133,Bradford Headline Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Headline,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81134,Bradford Headline Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Headline,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81135,Bradford Headline Condensed Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81136,Bradford Headline Condensed Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81137,Bradford Headline Expanded Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81138,Bradford Headline Expanded Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81139,Bradford Headline Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Headline,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81140,Bradford Headline Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Headline,Normal,Merriweather,0.85,0.8,0.58,0.5,0.72
81141,Bradford Headline Condensed Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81142,Bradford Headline Condensed Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.5,0.45
81143,Bradford Headline Expanded Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81144,Bradford Headline Expanded Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.5,0.72
81145,Bradford Headline SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Headline,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81146,Bradford Headline SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Headline,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81147,Bradford Headline Condensed SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81148,Bradford Headline Condensed SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81149,Bradford Headline Expanded SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81150,Bradford Headline Expanded SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81151,Bradford Headline Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Headline,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81152,Bradford Headline Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Headline,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81153,Bradford Headline Condensed Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81154,Bradford Headline Condensed Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81155,Bradford Headline Expanded Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81156,Bradford Headline Expanded Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81157,Bradford Headline ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Headline,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81158,Bradford Headline ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Headline,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81159,Bradford Headline Condensed ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81160,Bradford Headline Condensed ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81161,Bradford Headline Expanded ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81162,Bradford Headline Expanded ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81163,Bradford Headline Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Headline,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81164,Bradford Headline Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Headline,Normal,Merriweather,0.85,0.8,0.58,0.85,0.72
81165,Bradford Headline Condensed Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81166,Bradford Headline Condensed Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Headline,Condensed,Merriweather,0.85,0.8,0.58,0.85,0.45
81167,Bradford Headline Expanded Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81168,Bradford Headline Expanded Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Headline,Expanded,Merriweather,0.85,0.8,0.58,0.85,0.72
81169,Bradford Poster Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Poster,Normal,Merriweather,0.85,0.8,0.52,0.15,0.72
81170,Bradford Poster Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Poster,Normal,Merriweather,0.85,0.8,0.52,0.15,0.72
81171,Bradford Poster Condensed Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.15,0.45
81172,Bradford Poster Condensed Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.15,0.45
81173,Bradford Poster Expanded Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.15,0.72
81174,Bradford Poster Expanded Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.15,0.72
81175,Bradford Poster Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Poster,Normal,Merriweather,0.85,0.8,0.52,0.15,0.72
81176,Bradford Poster Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Poster,Normal,Merriweather,0.85,0.8,0.52,0.15,0.72
81177,Bradford Poster Condensed Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.15,0.45
81178,Bradford Poster Condensed Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.15,0.45
81179,Bradford Poster Expanded Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.15,0.72
81180,Bradford Poster Expanded Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.15,0.72
81181,Bradford Poster Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Poster,Normal,Merriweather,0.85,0.8,0.52,0.5,0.72
81182,Bradford Poster Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Poster,Normal,Merriweather,0.85,0.8,0.52,0.5,0.72
81183,Bradford Poster Condensed Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.5,0.45
81184,Bradford Poster Condensed Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.5,0.45
81185,Bradford Poster Expanded Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.5,0.72
81186,Bradford Poster Expanded Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.5,0.72
81187,Bradford Poster Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Poster,Normal,Merriweather,0.85,0.8,0.52,0.5,0.72
81188,Bradford Poster Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Poster,Normal,Merriweather,0.85,0.8,0.52,0.5,0.72
81189,Bradford Poster Condensed Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.5,0.45
81190,Bradford Poster Condensed Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.5,0.45
81191,Bradford Poster Expanded Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.5,0.72
81192,Bradford Poster Expanded Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.5,0.72
81193,Bradford Poster SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Poster,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81194,Bradford Poster SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Poster,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81195,Bradford Poster Condensed SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81196,Bradford Poster Condensed SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81197,Bradford Poster Expanded SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81198,Bradford Poster Expanded SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81199,Bradford Poster Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Poster,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81200,Bradford Poster Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Poster,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81201,Bradford Poster Condensed Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81202,Bradford Poster Condensed Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81203,Bradford Poster Expanded Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81204,Bradford Poster Expanded Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81205,Bradford Poster ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Poster,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81206,Bradford Poster ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Poster,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81207,Bradford Poster Condensed ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81208,Bradford Poster Condensed ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81209,Bradford Poster Expanded ExtraBold,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81210,Bradford Poster Expanded ExtraBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,ExtraBold 800,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81211,Bradford Poster Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Poster,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81212,Bradford Poster Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Poster,Normal,Merriweather,0.85,0.8,0.52,0.85,0.72
81213,Bradford Poster Condensed Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81214,Bradford Poster Condensed Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Poster,Condensed,Merriweather,0.85,0.8,0.52,0.85,0.45
81215,Bradford Poster Expanded Black,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81216,Bradford Poster Expanded Black Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Black 900,Poster,Expanded,Merriweather,0.85,0.8,0.52,0.85,0.72
81217,Bradford Micro Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Micro,Normal,Merriweather,0.85,0.8,0.7,0.15,0.72
81218,Bradford Micro Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Micro,Normal,Merriweather,0.85,0.8,0.7,0.15,0.72
81219,Bradford Micro Condensed Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.15,0.45
81220,Bradford Micro Condensed Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.15,0.45
81221,Bradford Micro Expanded Thin,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.15,0.72
81222,Bradford Micro Expanded Thin Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Thin 100,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.15,0.72
81223,Bradford Micro Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Micro,Normal,Merriweather,0.85,0.8,0.7,0.15,0.72
81224,Bradford Micro Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Micro,Normal,Merriweather,0.85,0.8,0.7,0.15,0.72
81225,Bradford Micro Condensed Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.15,0.45
81226,Bradford Micro Condensed Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.15,0.45
81227,Bradford Micro Expanded Light,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.15,0.72
81228,Bradford Micro Expanded Light Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Light 300,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.15,0.72
81229,Bradford Micro Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Micro,Normal,Merriweather,0.85,0.8,0.7,0.5,0.72
81230,Bradford Micro Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Micro,Normal,Merriweather,0.85,0.8,0.7,0.5,0.72
81231,Bradford Micro Condensed Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.5,0.45
81232,Bradford Micro Condensed Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.5,0.45
81233,Bradford Micro Expanded Regular,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.5,0.72
81234,Bradford Micro Expanded Regular Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Regular 400,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.5,0.72
81235,Bradford Micro Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Micro,Normal,Merriweather,0.85,0.8,0.7,0.5,0.72
81236,Bradford Micro Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Micro,Normal,Merriweather,0.85,0.8,0.7,0.5,0.72
81237,Bradford Micro Condensed Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.5,0.45
81238,Bradford Micro Condensed Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.5,0.45
81239,Bradford Micro Expanded Medium,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.5,0.72
81240,Bradford Micro Expanded Medium Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Medium 500,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.5,0.72
81241,Bradford Micro SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Micro,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81242,Bradford Micro SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Micro,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81243,Bradford Micro Condensed SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81244,Bradford Micro Condensed SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81245,Bradford Micro Expanded SemiBold,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81246,Bradford Micro Expanded SemiBold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,SemiBold 600,Micro,Expanded,Merriweather,0.85,0.8,0.7,0.85,0.72
81247,Bradford Micro Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Micro,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81248,Bradford Micro Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Micro,Normal,Merriweather,0.85,0.8,0.7,0.85,0.72
81249,Bradford Micro Condensed Bold,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
81250,Bradford Micro Condensed Bold Italic,Bradford,Lineto,"Zurich, Switzerland",Serif,Bold 700,Micro,Condensed,Merriweather,0.85,0.8,0.7,0.85,0.45
